cgpa,backlogs,college_tier,country,university_ranking_band,internship_count,aptitude_score,communication_score,specialization,industry,internship_quality_score,placement_status,salary,college_tier_score,univ_ranking_score
7.680063466,0,Tier 3,UK,100-300,0,87.40599785,61.82573745,Cloud,Tech,6.217535194,Placed,87728.94259,1,2
7.334144602,3,Tier 1,Germany,Top 100,2,80.84832302,74.71114017,Cloud,Manufacturing,4.646231181,Placed,106505.0067,3,3
8.035988468,0,Tier 3,UK,100-300,1,53.61152305,81.31561485,Core CS,Manufacturing,3.339302337,Placed,82208.92644,1,2
7.435376282,0,Tier 1,USA,100-300,0,61.50546381,53.22007664,Cybersecurity,Other,7.321292575,Placed,120000.0,3,2
7.676642298,0,Tier 1,USA,Top 100,0,68.16465613,49.98698735,Cloud,Manufacturing,7.567280988,Placed,120000.0,3,3
7.411250042,3,Tier 3,USA,100-300,2,51.50673317,54.69982666,Cloud,Finance,4.475754687,Placed,90782.60862,1,2
6.631064214,0,Tier 3,India,Top 100,2,90.43860263,56.26829909,Cybersecurity,Manufacturing,3.825505642,Placed,45283.37967,1,3
7.60525174,0,Tier 2,India,300+,3,51.0369275,90.92822657,AI/ML,Finance,8.776170086,Placed,53847.0337,2,1
7.843113242,0,Tier 2,India,100-300,3,44.4351566,69.63712806,Cloud,Tech,4.030974669,Placed,59240.0779,2,2
6.044381648,1,Tier 1,USA,300+,1,72.28596151,67.32198888,Core CS,Finance,5.103248444,Placed,116759.1585,3,1
7.316336788,0,Tier 3,Germany,100-300,0,68.97065884,52.19789445,Core CS,Consulting,8.907981339,Placed,65107.32969,1,2
7.861478516,6,Tier 2,USA,100-300,2,58.06660591,44.85339896,Cybersecurity,Tech,7.073961157,Placed,120000.0,2,2
5.264258066,1,Tier 3,Germany,300+,4,35.14575479,55.26786499,AI/ML,Manufacturing,4.546016541,Placed,78242.88442,1,1
6.044648479,0,Tier 2,India,Top 100,4,65.91513352,43.92891242,Data Science,Finance,2.258029408,Placed,57646.7671,2,3
6.828745842,2,Tier 2,USA,100-300,2,42.78123202,64.54936269,Core CS,Consulting,4.027729886,Placed,99718.59152,2,2
7.303524318,0,Tier 1,India,100-300,2,52.10723449,72.73420637,Cloud,Tech,7.300407144,Placed,66854.99389,3,2
7.552378149,0,Tier 3,USA,300+,2,78.89614272,87.94749225,Cybersecurity,Other,4.233419675,Placed,83794.27782,1,1
7.212493595,0,Tier 1,India,300+,2,66.42712647,34.68331962,Cloud,Healthcare,4.057742607,Placed,48189.87058,3,1
7.526210541,0,Tier 2,India,Top 100,0,80.50017547,74.05006894,AI/ML,Healthcare,5.333739921,Placed,57706.98618,2,3
6.944374171,0,Tier 1,India,Top 100,1,88.03084411,57.81506592,Data Science,Consulting,5.954186339,Placed,62568.63784,3,3
7.846251345,1,Tier 2,Canada,300+,0,77.9963274,66.25826278,Data Science,Consulting,8.050197419,Placed,107910.1702,2,1
6.251522961,1,Tier 2,UK,100-300,3,55.25040917,72.87707,AI/ML,Healthcare,4.488821282,Placed,104210.6104,2,2
6.857665699,0,Tier 2,UK,300+,3,76.86783503,62.61997913,Cloud,Tech,1.94924773,Placed,96208.6873,2,1
7.275243137,0,Tier 3,Germany,100-300,0,75.73131264,95.81606984,AI/ML,Other,3.964990229,Placed,84214.39571,1,2
7.278673391,1,Tier 3,UK,Top 100,3,64.04685518,42.46751165,Cybersecurity,Finance,3.823380883,Placed,95016.18296,1,3
6.609835702,0,Tier 1,Germany,100-300,2,71.4868124,53.05256874,AI/ML,Healthcare,6.15345989,Placed,111153.3845,3,2
7.859466404,1,Tier 3,Germany,300+,3,69.77822822,65.06590208,Core CS,Finance,3.09956282,Placed,76014.26722,1,1
7.397120094,2,Tier 3,UK,300+,1,55.70192527,52.18361207,AI/ML,Finance,7.356147032,Placed,93812.16409,1,1
8.660052031,1,Tier 3,Canada,Top 100,0,68.05580611,64.74191949,Cloud,Healthcare,3.841394143,Placed,85515.92048,1,3
7.944102539,3,Tier 2,USA,100-300,0,74.80057645,40.16845185,Data Science,Tech,7.586478933,Placed,120000.0,2,2
5.88970516,3,Tier 3,India,300+,5,60.79213673,51.57027746,Cloud,Manufacturing,2.737039715,Placed,40112.03652,1,1
7.611088281,1,Tier 3,USA,300+,0,79.34946979,71.13674474,Data Science,Finance,5.486945807,Placed,102281.8921,1,1
7.134412272,0,Tier 1,Canada,300+,4,60.53696652,82.56828284,Data Science,Other,3.598365709,Placed,113079.9825,3,1
7.756169228,1,Tier 2,India,100-300,2,60.34082241,58.56829194,Data Science,Tech,4.666485873,Placed,60503.40414,2,2
6.297220959,1,Tier 1,India,Top 100,2,79.47848068,70.02343656,Cybersecurity,Tech,5.595277303,Placed,62778.80769,3,3
7.593967131,1,Tier 2,Germany,300+,0,91.55945323,100.0,AI/ML,Healthcare,5.860778123,Placed,103066.5039,2,1
6.489929966,1,Tier 3,UK,300+,1,56.45007848,82.7633801,Cloud,Tech,6.032588433,Placed,83471.63433,1,1
7.173346495,0,Tier 2,Canada,100-300,2,71.44699314,72.56221321,Cybersecurity,Finance,6.968499047,Placed,93899.02108,2,2
6.757319946,1,Tier 1,UK,Top 100,1,83.49995433,79.68408237,Core CS,Tech,4.742307915,Placed,120000.0,3,3
6.824906999,2,Tier 3,Germany,300+,1,89.71134618,68.99682132,Cybersecurity,Finance,7.160712524,Placed,77920.75001,1,1
7.61299438,0,Tier 1,USA,100-300,2,85.0767084,82.11369188,AI/ML,Manufacturing,4.951245059,Placed,120000.0,3,2
8.556156059,0,Tier 3,USA,300+,0,77.53601199,56.27015958,AI/ML,Other,6.00861228,Placed,109488.2896,1,1
7.467451333,1,Tier 2,Germany,300+,2,67.66609339,65.86703128,Data Science,Other,2.915113015,Placed,102153.0644,2,1
6.919619424,1,Tier 3,India,100-300,1,81.56848217,63.21946099,AI/ML,Healthcare,2.46701462,Placed,44466.681,1,2
7.328440068,0,Tier 2,UK,300+,4,100.0,49.27590143,Cybersecurity,Other,3.793690998,Placed,95021.22489,2,1
8.114545006,3,Tier 2,USA,100-300,0,61.05880749,72.03391916,AI/ML,Healthcare,2.866943834,Placed,120000.0,2,2
7.671479291,0,Tier 2,UK,100-300,1,72.11589653,80.42173432,AI/ML,Other,5.068711007,Placed,104776.9716,2,2
6.227074621,1,Tier 2,UK,100-300,4,42.0968526,73.19429307,Data Science,Finance,5.500803694,Placed,105717.907,2,2
6.93648926,1,Tier 3,India,100-300,0,80.05608208,69.09116902,AI/ML,Finance,3.230959357,Placed,42565.54818,1,2
6.759627241,1,Tier 2,Germany,100-300,2,70.32317491,65.46677806,Cybersecurity,Tech,5.731992016,Placed,88620.62001,2,2
6.195518899,0,Tier 1,India,Top 100,4,80.99781864,93.8349661,Data Science,Finance,6.357242122,Placed,62538.74627,3,3
7.288131347,1,Tier 2,Canada,Top 100,2,50.5164355,35.25228126,Core CS,Finance,5.768807399,Placed,87694.28412,2,3
7.524323064,1,Tier 3,Canada,300+,2,70.36160646,84.03722891,Cybersecurity,Consulting,6.592516031,Placed,70419.14965,1,1
8.37523249,0,Tier 3,UK,100-300,3,48.52328017,88.73158475,AI/ML,Manufacturing,2.620797018,Placed,99446.7992,1,2
6.282933873,2,Tier 3,India,100-300,1,69.33270183,96.42926327,Cloud,Other,6.401178353,Placed,30083.72576,1,2
7.17544187,3,Tier 3,USA,100-300,1,62.32043335,75.98184657,Core CS,Manufacturing,7.355502261,Placed,80575.10002,1,2
7.681974915,1,Tier 2,UK,100-300,3,76.53395858,75.1063296,Cybersecurity,Finance,3.349297379,Placed,98126.25817,2,2
6.016653122,2,Tier 2,India,Top 100,1,73.70405358,43.37289814,Cybersecurity,Consulting,1.354645459,Placed,41406.83037,2,3
8.161694159,0,Tier 2,India,300+,1,50.13350685,76.22643461,Cloud,Tech,6.915481517,Placed,56992.93338,2,1
7.011319412,4,Tier 2,India,300+,3,68.52307046,100.0,Data Science,Healthcare,6.950687423,Placed,60389.52967,2,1
6.760654582,1,Tier 2,Canada,100-300,1,51.24671662,62.13019863,Cloud,Manufacturing,6.113827496,Placed,98490.52746,2,2
7.647135416,1,Tier 2,India,300+,1,76.81171317,57.48726241,Data Science,Healthcare,4.727475689,Placed,49900.98081,2,1
6.532435767,1,Tier 2,India,100-300,3,73.52778281,59.90474486,Cloud,Finance,5.653471537,Placed,50220.59315,2,2
6.822770722,1,Tier 2,USA,Top 100,0,56.42698402,62.4017308,Data Science,Healthcare,5.340383584,Placed,120000.0,2,3
8.456435126,0,Tier 3,Germany,100-300,1,80.90745512,81.56547279,AI/ML,Other,6.451396678,Placed,88669.38958,1,2
6.546884327,0,Tier 2,USA,100-300,1,30.0,71.66935899,Core CS,Other,3.500323417,Placed,107855.1501,2,2
7.665293429,1,Tier 1,Canada,300+,1,86.7088117,80.98419807,Data Science,Consulting,3.353838584,Placed,120000.0,3,1
7.167576067,0,Tier 2,Canada,Top 100,3,64.59338721,50.73827198,Data Science,Consulting,7.206855625,Placed,102176.7298,2,3
6.21237276,0,Tier 3,UK,300+,4,86.83006387,64.08711118,Core CS,Consulting,6.369824387,Placed,66202.18257,1,1
6.849390932,0,Tier 2,UK,100-300,1,78.97512425,61.06940952,Cloud,Consulting,3.449626975,Placed,92686.92325,2,2
7.954490357,2,Tier 1,India,Top 100,1,85.76826596,44.30076033,AI/ML,Consulting,5.978401531,Placed,70796.65875,3,3
7.817212314,1,Tier 3,India,100-300,1,90.0234154,50.695949,Data Science,Finance,3.876761496,Placed,44783.22288,1,2
7.735131884,1,Tier 2,India,100-300,0,83.7203008,75.26237912,Data Science,Consulting,6.772796364,Placed,54352.88166,2,2
6.632274582,4,Tier 1,UK,300+,1,69.58235896,75.31970072,Data Science,Tech,3.004041023,Placed,120000.0,3,1
6.509129916,0,Tier 3,Canada,100-300,5,89.91819254,60.55348356,Data Science,Finance,5.822592664,Placed,85077.27578,1,2
7.436629371,1,Tier 2,Germany,300+,4,63.40085729,52.7564078,Cloud,Tech,6.572479893,Placed,95175.12337,2,1
5.262742876,1,Tier 2,Canada,100-300,3,81.12637922,32.17554852,Cybersecurity,Finance,3.079839728,Placed,91042.48886,2,2
6.993509439,2,Tier 2,USA,100-300,2,69.94909949,47.73661402,Data Science,Other,5.901728156,Placed,120000.0,2,2
7.12647138,1,Tier 2,Germany,300+,1,90.99833568,51.17457165,Data Science,Healthcare,4.559004491,Placed,93053.92703,2,1
6.777964595,0,Tier 3,USA,100-300,1,62.50682501,68.42464741,AI/ML,Other,5.15189365,Placed,97729.72451,1,2
8.033019071,0,Tier 2,India,100-300,0,80.97415879,68.54038908,Core CS,Tech,2.508906294,Placed,57121.64893,2,2
7.337424059,3,Tier 1,India,300+,1,85.66600193,63.51235368,AI/ML,Finance,6.683515253,Placed,57803.37472,3,1
8.048153526,0,Tier 2,Germany,300+,0,56.47586875,77.49626272,AI/ML,Tech,3.814598892,Placed,118030.9166,2,1
6.827231584,0,Tier 1,USA,100-300,2,62.43284916,77.77924107,Core CS,Consulting,5.423252546,Placed,120000.0,3,2
7.749981994,2,Tier 2,UK,100-300,5,98.32171232,71.67542688,Data Science,Other,7.249224323,Placed,104314.0783,2,2
8.308053116,0,Tier 2,Canada,Top 100,1,80.64499544,69.21927381,Data Science,Tech,8.707089957,Placed,120000.0,2,3
6.126286725,0,Tier 3,India,300+,3,61.28762692,75.44521577,AI/ML,Consulting,5.578083572,Placed,37515.37813,1,1
6.723868236,0,Tier 1,India,Top 100,3,72.81845511,67.04399792,Data Science,Tech,4.18454084,Placed,73319.82881,3,3
7.391403628,2,Tier 2,Germany,100-300,0,62.39589978,79.25619975,Data Science,Consulting,5.12324459,Placed,95946.84875,2,2
7.549082844,2,Tier 2,Germany,100-300,1,32.84863283,53.10351319,AI/ML,Consulting,6.45874466,Placed,88711.66482,2,2
6.328885861,0,Tier 1,USA,100-300,1,89.90475775,66.69940265,Data Science,Manufacturing,4.479765922,Placed,120000.0,3,2
7.054270811,0,Tier 1,UK,100-300,1,95.31054345,63.25981612,Cloud,Consulting,2.19426259,Placed,98167.1908,3,2
5.384058134,2,Tier 1,USA,100-300,4,90.49804259,88.77018205,AI/ML,Tech,6.374070838,Placed,120000.0,3,2
8.153556005,1,Tier 2,UK,300+,2,94.62413454,59.61010174,Cloud,Healthcare,6.412746459,Placed,93916.44181,2,1
7.044691152,0,Tier 1,India,100-300,3,65.78972598,67.7817374,Cloud,Tech,3.262775496,Placed,60171.56531,3,2
7.91682206,0,Tier 1,UK,300+,1,92.69297116,44.5290222,Cybersecurity,Consulting,10.0,Placed,110477.1654,3,1
8.380981237,0,Tier 1,India,300+,1,75.43028914,57.75832975,AI/ML,Finance,6.427930616,Placed,67022.85547,3,1
7.617436942,0,Tier 2,USA,100-300,2,76.22128274,57.6171205,Core CS,Healthcare,4.940691722,Placed,112135.1535,2,2
7.285002231,2,Tier 1,Germany,300+,2,58.71021495,81.36820664,Core CS,Finance,4.635618086,Placed,102479.6593,3,1
8.009215402,1,Tier 2,UK,Top 100,1,81.34349123,73.83430741,AI/ML,Manufacturing,3.802191355,Placed,112779.4148,2,3
6.466248732,0,Tier 1,Germany,100-300,0,54.66119506,59.49249296,Cloud,Other,3.390006837,Placed,100071.9624,3,2
6.413624881,0,Tier 2,Germany,100-300,2,74.55115255,81.78189943,AI/ML,Healthcare,1.0,Placed,92946.50683,2,2
7.876855926,1,Tier 1,India,100-300,3,73.77095031,77.2292747,Cloud,Manufacturing,3.646538633,Placed,67316.97311,3,2
7.340257047,1,Tier 3,USA,100-300,2,74.7238029,78.39249304,Data Science,Consulting,5.692409731,Placed,99096.8621,1,2
5.764050123,1,Tier 2,Germany,100-300,1,64.4777092,77.15152272,AI/ML,Consulting,3.213677979,Placed,92844.77442,2,2
6.568555988,0,Tier 2,UK,100-300,1,62.35837791,48.724737,Data Science,Tech,5.501180392,Placed,111325.7155,2,2
7.309106123,1,Tier 2,UK,Top 100,3,88.77767379,68.13532033,Cybersecurity,Tech,2.517500097,Placed,104435.0839,2,3
7.670211377,1,Tier 3,India,300+,1,71.58952006,72.22405486,Cybersecurity,Tech,5.760442174,Placed,41893.45433,1,1
7.418578549,2,Tier 2,UK,Top 100,0,78.45932091,84.61807774,Cybersecurity,Other,7.087374023,Placed,101636.7709,2,3
7.651184688,1,Tier 1,Germany,100-300,4,94.04629941,94.58714768,AI/ML,Finance,4.714572987,Placed,120000.0,3,2
7.509859746,2,Tier 3,USA,100-300,2,62.85139331,72.40760456,Cloud,Consulting,6.703787391,Placed,90093.57986,1,2
8.293040034,1,Tier 2,Germany,100-300,4,64.7183551,55.87344868,AI/ML,Healthcare,6.692299422,Placed,112743.9497,2,2
6.816494135,0,Tier 1,Germany,300+,0,93.96532422,40.2818699,Cybersecurity,Manufacturing,5.165214662,Placed,100357.6302,3,1
6.801107317,0,Tier 1,Canada,300+,2,67.99277812,85.0815904,Cloud,Healthcare,4.737425948,Placed,101911.3935,3,1
7.498725711,2,Tier 2,India,300+,1,59.689611,73.70167383,Cloud,Tech,3.250838822,Placed,54272.42571,2,1
7.562752107,0,Tier 1,Germany,300+,1,60.17371285,62.61638361,Cloud,Tech,4.81421716,Placed,105483.0482,3,1
8.723942942,0,Tier 1,Germany,300+,2,75.61261176,39.39718145,AI/ML,Consulting,5.719986601,Placed,120000.0,3,1
7.196866892,1,Tier 3,Germany,100-300,0,52.68240858,83.55318085,Core CS,Tech,2.197226108,Placed,70662.9229,1,2
6.358175978,2,Tier 3,India,300+,1,86.52429637,66.0616835,Data Science,Healthcare,3.616544214,Placed,42812.44178,1,1
8.185568615,0,Tier 3,Canada,300+,0,88.21541332,42.68086424,AI/ML,Finance,7.144964548,Placed,90500.88484,1,1
6.773425569,0,Tier 1,Canada,Top 100,1,65.34114557,90.94610267,Cloud,Manufacturing,5.982487218,Placed,100161.5784,3,3
6.622947423,2,Tier 1,UK,Top 100,1,58.78997689,82.81408459,Cloud,Finance,4.992053144,Placed,110428.7543,3,3
7.574733939,0,Tier 2,Germany,Top 100,3,55.15973641,74.64392805,Cloud,Healthcare,3.497607931,Placed,90862.40138,2,3
6.873802413,1,Tier 2,USA,100-300,0,65.68051886,73.96113489,Core CS,Healthcare,3.353735752,Placed,106559.7931,2,2
8.332281534,1,Tier 1,India,100-300,1,68.89444511,90.19477125,AI/ML,Tech,4.926658879,Placed,70771.64792,3,2
7.028452859,2,Tier 1,UK,Top 100,4,100.0,85.39800388,Core CS,Consulting,5.213591807,Placed,111747.9566,3,3
7.521844921,1,Tier 1,Germany,100-300,1,52.34562443,41.64523104,Core CS,Manufacturing,5.23459878,Placed,95880.25797,3,2
5.694931912,2,Tier 2,USA,100-300,2,100.0,83.07661827,Cloud,Healthcare,4.923223959,Placed,92371.01831,2,2
7.384208401,1,Tier 3,UK,100-300,3,87.29434521,60.14543481,Cloud,Tech,2.222699704,Placed,83509.38925,1,2
7.658226225,1,Tier 2,USA,100-300,0,72.97863022,42.90562252,Data Science,Tech,5.633813946,Placed,120000.0,2,2
7.554215225,3,Tier 1,Germany,300+,2,68.52354605,37.61578539,AI/ML,Finance,4.561607118,Placed,120000.0,3,1
7.884666453,1,Tier 1,Germany,100-300,5,50.25711221,59.63402713,AI/ML,Tech,5.259838904,Placed,120000.0,3,2
6.814959246,0,Tier 3,USA,300+,1,63.81065969,63.53654376,Core CS,Healthcare,4.819949594,Placed,83737.20831,1,1
8.176827753,1,Tier 2,UK,100-300,1,46.71203673,61.85053766,Cloud,Tech,5.214402241,Placed,111146.482,2,2
6.440403824,0,Tier 3,India,Top 100,1,76.14901108,60.32812586,Data Science,Healthcare,5.10349453,Placed,39925.69686,1,3
6.170347141,2,Tier 1,Canada,Top 100,1,76.89235167,60.42043492,Cybersecurity,Manufacturing,6.227530018,Placed,93388.76048,3,3
6.363090557,0,Tier 3,Germany,300+,0,77.57656093,62.63615638,Data Science,Tech,7.352238315,Placed,84610.58575,1,1
6.613672128,1,Tier 1,Canada,100-300,2,52.20215363,81.7222448,Data Science,Finance,3.592420802,Placed,120000.0,3,2
6.933827981,2,Tier 3,Canada,300+,1,80.88120431,57.0925505,Core CS,Consulting,2.35240525,Placed,64535.12659,1,1
7.421518339,2,Tier 1,UK,100-300,3,81.03981932,83.68843713,Cloud,Manufacturing,7.183641314,Placed,110095.7057,3,2
6.847302224,0,Tier 2,Canada,300+,1,65.07074749,39.52097363,Cloud,Consulting,5.535766962,Placed,81212.3446,2,1
6.841443459,0,Tier 2,Canada,300+,0,60.64982492,37.71967854,Cloud,Tech,7.781984155,Placed,97591.92368,2,1
7.408125975,1,Tier 2,UK,Top 100,3,35.12915448,85.70228548,Data Science,Manufacturing,3.885264336,Placed,108189.6008,2,3
7.10105136,2,Tier 3,USA,300+,0,86.41384177,43.9515483,Cloud,Tech,6.031248151,Placed,90429.73665,1,1
6.624695317,1,Tier 2,USA,100-300,2,70.25228399,73.33604184,Data Science,Tech,5.176917067,Placed,120000.0,2,2
7.533015738,0,Tier 1,USA,300+,0,59.43222512,71.23844862,Cloud,Tech,6.405247917,Placed,120000.0,3,1
7.462382819,2,Tier 1,Germany,100-300,3,87.93373395,38.54459056,Cybersecurity,Other,5.856456411,Placed,101518.6501,3,2
7.46189082,0,Tier 1,Germany,100-300,3,85.82154978,30.543456,Cloud,Tech,5.637827923,Placed,102959.5736,3,2
6.897072443,0,Tier 2,UK,Top 100,2,66.20915885,45.61026856,AI/ML,Tech,5.776954472,Placed,112558.4155,2,3
8.125547797,0,Tier 2,Canada,Top 100,3,77.68180385,86.32232071,Cybersecurity,Finance,5.236462073,Placed,103712.6067,2,3
6.612705204,1,Tier 3,USA,300+,1,96.56189435,56.069618,Data Science,Consulting,6.070461591,Placed,90510.5601,1,1
7.76421539,1,Tier 1,Canada,300+,2,63.59064677,50.53148761,Core CS,Consulting,4.200887326,Placed,108724.2462,3,1
6.969005684,2,Tier 2,USA,Top 100,0,82.61339943,48.07936352,AI/ML,Healthcare,5.156200412,Placed,116906.4236,2,3
7.474024246,3,Tier 3,India,100-300,0,73.59418491,66.23415173,AI/ML,Manufacturing,4.835312679,Placed,42135.57587,1,2
7.327708895,0,Tier 3,Canada,100-300,2,68.88230082,55.00783767,Cloud,Manufacturing,5.218403441,Placed,67642.04865,1,2
7.065022738,1,Tier 2,Canada,100-300,1,87.75438114,70.09255507,Core CS,Finance,8.873275018,Placed,85910.14855,2,2
8.910697594,0,Tier 3,Canada,300+,1,75.62315047,67.59719969,Core CS,Healthcare,7.331067149,Placed,70376.01043,1,1
7.947405316,0,Tier 3,Canada,Top 100,1,61.78565681,40.16865142,AI/ML,Consulting,6.232228442,Placed,89766.95902,1,3
7.578261516,0,Tier 1,USA,100-300,2,94.16170757,86.45330252,Core CS,Manufacturing,6.61487067,Placed,120000.0,3,2
7.089439327,2,Tier 3,Germany,100-300,2,57.69112422,58.78376957,Core CS,Healthcare,6.444041757,Placed,66420.29323,1,2
7.80572576,1,Tier 2,India,100-300,1,61.69289351,72.81318817,Data Science,Other,4.847174456,Placed,49666.12665,2,2
7.414395821,1,Tier 1,USA,300+,1,100.0,75.95480156,Cloud,Tech,4.705795251,Placed,120000.0,3,1
7.020963802,0,Tier 1,Canada,Top 100,2,81.45660438,31.97651218,Cloud,Consulting,3.828613282,Placed,108630.8265,3,3
6.75714854,0,Tier 3,UK,300+,2,59.94312199,45.71414789,Core CS,Healthcare,5.992665515,Placed,70313.2252,1,1
6.93526613,2,Tier 2,Canada,100-300,3,65.57827677,65.73764024,Cloud,Consulting,2.437468798,Placed,91249.6756,2,2
7.168480671,2,Tier 1,UK,100-300,3,56.70693756,42.00100726,Cybersecurity,Manufacturing,4.557413192,Placed,110311.1592,3,2
6.609219136,0,Tier 2,Canada,100-300,2,62.11786891,80.55449864,Core CS,Tech,2.430341813,Placed,91135.14089,2,2
7.015475257,2,Tier 2,Canada,100-300,1,74.4696838,68.83181845,Cybersecurity,Tech,4.59911895,Placed,98907.62984,2,2
6.048829264,0,Tier 2,Germany,100-300,1,79.49982933,81.97888929,Cybersecurity,Other,5.326055025,Placed,88081.78556,2,2
7.232757891,1,Tier 1,USA,300+,2,88.92554291,37.83168924,Data Science,Other,3.765879747,Placed,120000.0,3,1
7.766271705,3,Tier 3,Canada,100-300,3,71.30444686,49.10321687,Cybersecurity,Finance,2.435285897,Placed,81665.24272,1,2
6.367294567,1,Tier 2,USA,300+,2,83.54396127,57.60410291,AI/ML,Healthcare,6.084641615,Placed,120000.0,2,1
7.027206477,0,Tier 2,USA,Top 100,3,61.46251948,74.37326612,Cloud,Tech,4.097532506,Placed,120000.0,2,3
7.561195826,0,Tier 3,Canada,100-300,4,66.9858289,73.64665412,Cybersecurity,Finance,1.85570411,Placed,83395.86638,1,2
7.396644017,2,Tier 1,UK,Top 100,1,68.98728377,60.46439571,AI/ML,Tech,6.170835405,Placed,120000.0,3,3
8.283471287,0,Tier 2,Germany,300+,0,75.13169988,76.17717035,Data Science,Healthcare,4.318981668,Placed,89903.3858,2,1
6.771924594,0,Tier 1,USA,100-300,1,69.262173,54.54311636,Core CS,Manufacturing,6.03308705,Placed,118874.5078,3,2
7.110916147,0,Tier 2,UK,Top 100,2,72.17169743,78.02535182,Data Science,Consulting,4.314896232,Placed,113798.8268,2,3
6.131098961,3,Tier 3,Germany,100-300,2,80.91124192,37.4106364,Core CS,Tech,5.43978515,Placed,80915.81922,1,2
6.794975341,1,Tier 3,Canada,300+,0,50.25793005,56.79434941,Cloud,Healthcare,4.55546116,Placed,65575.13351,1,1
6.811266777,0,Tier 3,Canada,300+,1,75.35861216,74.22559621,Core CS,Finance,5.457638779,Placed,80765.12158,1,1
8.024751661,0,Tier 1,UK,300+,2,59.18240261,89.21282574,Core CS,Other,7.117774753,Placed,106894.466,3,1
7.577522788,1,Tier 2,Canada,300+,2,65.32659332,69.74606172,AI/ML,Finance,4.811906311,Placed,105213.8,2,1
7.535072104,1,Tier 3,UK,300+,2,30.0,47.05728133,Data Science,Healthcare,6.390131404,Placed,86770.294,1,1
7.537555686,1,Tier 1,Canada,100-300,2,47.36494834,70.2348627,Core CS,Healthcare,7.138173785,Placed,110173.0499,3,2
7.307361658,0,Tier 3,Canada,Top 100,3,89.38423391,71.05628937,Cloud,Other,1.85720792,Placed,79254.52403,1,3
6.204457183,1,Tier 2,India,300+,2,67.01927566,46.09380566,Cloud,Finance,4.000865513,Placed,44375.56578,2,1
7.199638552,0,Tier 3,Canada,100-300,3,62.7330692,56.4308335,Cloud,Finance,5.29359381,Placed,89256.31728,1,2
6.797789396,0,Tier 3,India,300+,1,60.16612618,68.03857111,Data Science,Tech,4.831322034,Placed,47328.60861,1,1
7.637361542,0,Tier 2,USA,100-300,0,76.91779911,54.86340881,Data Science,Tech,3.934214357,Placed,120000.0,2,2
7.012146354,0,Tier 3,USA,100-300,1,77.43588029,51.45906275,Data Science,Consulting,4.078912975,Placed,110443.3628,1,2
7.51647017,1,Tier 3,UK,100-300,2,43.80572993,45.73661768,Cloud,Other,2.778053811,Placed,79025.16507,1,2
7.626103861,2,Tier 1,USA,100-300,4,75.22136959,100.0,Cloud,Consulting,4.746875776,Placed,120000.0,3,2
6.980613733,5,Tier 1,USA,300+,2,76.42352708,60.9594024,Cybersecurity,Manufacturing,6.29797228,Placed,115435.3108,3,1
7.961960998,0,Tier 3,Canada,100-300,4,76.48034678,63.17408286,Cloud,Manufacturing,4.265273146,Placed,77356.79496,1,2
7.223267087,3,Tier 3,India,100-300,2,81.24713249,76.76379815,Cybersecurity,Healthcare,4.921058644,Placed,36748.05063,1,2
7.233250941,1,Tier 2,UK,100-300,1,67.09997297,70.63773354,Data Science,Other,5.811617169,Placed,105111.7044,2,2
5.647462698,2,Tier 3,UK,300+,1,96.08546908,72.49822353,Data Science,Manufacturing,5.844097932,Placed,78631.63595,1,1
9.204174195,1,Tier 1,UK,100-300,3,70.41613169,68.24921274,Cybersecurity,Healthcare,5.34380276,Placed,120000.0,3,2
6.755511509,0,Tier 2,Canada,300+,3,51.22621833,74.78738499,Cloud,Manufacturing,5.47637975,Placed,84014.87998,2,1
7.584767181,2,Tier 2,USA,100-300,3,53.16768697,62.17170943,Cybersecurity,Manufacturing,5.861789915,Placed,118681.0308,2,2
6.479472138,1,Tier 3,UK,100-300,0,60.21483146,80.26812093,Cybersecurity,Manufacturing,4.758405869,Placed,67144.15943,1,2
6.787516352,1,Tier 3,USA,300+,2,84.23359462,70.29977683,AI/ML,Other,5.758357305,Placed,98878.98748,1,1
6.680097409,0,Tier 2,USA,300+,0,37.20097585,85.22461953,Core CS,Finance,5.480095213,Placed,110532.7581,2,1
7.211414617,1,Tier 2,India,100-300,3,61.47134565,38.51546998,AI/ML,Finance,7.118436103,Placed,44653.22312,2,2
6.879906439,1,Tier 2,UK,100-300,2,77.13713653,78.51867212,Data Science,Other,6.370587961,Placed,107976.9192,2,2
5.359714034,1,Tier 2,Canada,300+,0,92.3328229,76.19299544,Core CS,Finance,5.665998026,Placed,80336.22891,2,1
7.591344396,1,Tier 2,India,100-300,1,58.72835981,67.08413327,Core CS,Tech,6.805765222,Placed,54672.09415,2,2
6.954083708,1,Tier 3,Canada,Top 100,0,81.99931447,100.0,Core CS,Consulting,6.756188991,Placed,81045.33138,1,3
6.433671247,0,Tier 2,India,100-300,4,68.90170279,64.60757686,AI/ML,Consulting,4.205709036,Placed,52536.73,2,2
5.723284825,3,Tier 2,Germany,100-300,1,74.80233602,67.80912821,Core CS,Healthcare,2.882511053,Placed,77031.72044,2,2
7.521864271,2,Tier 3,India,100-300,2,69.70789713,77.42419302,Cloud,Tech,5.886680949,Placed,35332.86559,1,2
8.141844291,0,Tier 3,USA,Top 100,1,88.27605406,37.98044399,Cybersecurity,Other,3.430400846,Placed,97432.46458,1,3
